Hex,Segment,Field Names,Label,Predicted_Labels,Predict_Segment,ACC,F1,Precision,Recall,FPR,Perfection
320700004b000008000400011204114701000a000000,"[0, 1, 2, 4, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","['s7comm.header_raw', 's7comm.header.rosctr_raw', 's7comm.header.redid_raw', 's7comm.header.pduref_raw', 's7comm.header.parlg_raw', 's7comm.header.datlg_raw', 's7comm.param_raw', 's7comm.param.itemcount_raw', 's7comm.param.item.varspec_raw', 's7comm.param.item.varspec_length_raw', 's7comm.param.item.syntaxid_raw', 's7comm.param.userdata.type_raw', 's7comm.param.userdata.subfunc_raw', 's7comm.param.userdata.seq_num_raw', 's7comm.data_raw', 's7comm.data.transportsize_raw', 's7comm.data.length_raw']",ROSCTR_7-Function_0-SYNTAX_ID_17-type_fg_71-sub_function_1-RETURN_CODE_10,2,"[0, 1, 2, 4, 5, 6, 7, 11, 12]",0.45454545454545453,0.5384615384615384,0.7777777777777778,0.4117647058823529,0.4,0.25
320700004b00000c000e000112081287010000000000ff09000a00202204121517190002,"[0, 1, 2, 4, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34]","['s7comm.header_raw', 's7comm.header.rosctr_raw', 's7comm.header.redid_raw', 's7comm.header.pduref_raw', 's7comm.header.parlg_raw', 's7comm.header.datlg_raw', 's7comm.param_raw', 's7comm.param.itemcount_raw', 's7comm.param.item.varspec_raw', 's7comm.param.item.varspec_length_raw', 's7comm.param.item.syntaxid_raw', 's7comm.param.userdata.type_raw', 's7comm.param.userdata.subfunc_raw', 's7comm.param.userdata.seq_num_raw', 's7comm.param.userdata.dataunitref_raw', 's7comm.param.userdata.lastdataunit_raw', 's7comm.param.errcod_raw', 's7comm.data_raw', 's7comm.data.transportsize_raw', 's7comm.data.length_raw', 's7comm.data.ts_raw', 's7comm.data.ts_year1_raw', 's7comm.data.ts_year2_raw', 's7comm.data.ts_month_raw', 's7comm.data.ts_day_raw', 's7comm.data.ts_hour_raw', 's7comm.data.ts_minute_raw', 's7comm.data.ts_second_raw', 's7comm.data.ts_millisecond_raw']",ROSCTR_7-Function_0-SYNTAX_ID_18-type_fg_135-sub_function_1-ERROR_CODE_b'\x00\x00'-RETURN_CODE_255,18,"[0, 1, 2, 4, 5, 6, 7, 11, 12, 33, 34]",0.3888888888888889,0.45000000000000007,0.8181818181818182,0.3103448275862069,0.2857142857142857,0.17857142857142858
320700004c000008000400011204114701000a000000,"[0, 1, 2, 4, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","['s7comm.header_raw', 's7comm.header.rosctr_raw', 's7comm.header.redid_raw', 's7comm.header.pduref_raw', 's7comm.header.parlg_raw', 's7comm.header.datlg_raw', 's7comm.param_raw', 's7comm.param.itemcount_raw', 's7comm.param.item.varspec_raw', 's7comm.param.item.varspec_length_raw', 's7comm.param.item.syntaxid_raw', 's7comm.param.userdata.type_raw', 's7comm.param.userdata.subfunc_raw', 's7comm.param.userdata.seq_num_raw', 's7comm.data_raw', 's7comm.data.transportsize_raw', 's7comm.data.length_raw']",ROSCTR_7-Function_0-SYNTAX_ID_17-type_fg_71-sub_function_1-RETURN_CODE_10,2,"[0, 1, 2, 4, 5, 6, 7, 11, 12]",0.45454545454545453,0.5384615384615384,0.7777777777777778,0.4117647058823529,0.4,0.25
320700004c00000c000e000112081287010000000000ff09000a00202204121517190002,"[0, 1, 2, 4, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34]","['s7comm.header_raw', 's7comm.header.rosctr_raw', 's7comm.header.redid_raw', 's7comm.header.pduref_raw', 's7comm.header.parlg_raw', 's7comm.header.datlg_raw', 's7comm.param_raw', 's7comm.param.itemcount_raw', 's7comm.param.item.varspec_raw', 's7comm.param.item.varspec_length_raw', 's7comm.param.item.syntaxid_raw', 's7comm.param.userdata.type_raw', 's7comm.param.userdata.subfunc_raw', 's7comm.param.userdata.seq_num_raw', 's7comm.param.userdata.dataunitref_raw', 's7comm.param.userdata.lastdataunit_raw', 's7comm.param.errcod_raw', 's7comm.data_raw', 's7comm.data.transportsize_raw', 's7comm.data.length_raw', 's7comm.data.ts_raw', 's7comm.data.ts_year1_raw', 's7comm.data.ts_year2_raw', 's7comm.data.ts_month_raw', 's7comm.data.ts_day_raw', 's7comm.data.ts_hour_raw', 's7comm.data.ts_minute_raw', 's7comm.data.ts_second_raw', 's7comm.data.ts_millisecond_raw']",ROSCTR_7-Function_0-SYNTAX_ID_18-type_fg_135-sub_function_1-ERROR_CODE_b'\x00\x00'-RETURN_CODE_255,18,"[0, 1, 2, 4, 5, 6, 7, 11, 12, 33, 34]",0.3888888888888889,0.45000000000000007,0.8181818181818182,0.3103448275862069,0.2857142857142857,0.17857142857142858
320700004d000008000400011204114701000a000000,"[0, 1, 2, 4, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","['s7comm.header_raw', 's7comm.header.rosctr_raw', 's7comm.header.redid_raw', 's7comm.header.pduref_raw', 's7comm.header.parlg_raw', 's7comm.header.datlg_raw', 's7comm.param_raw', 's7comm.param.itemcount_raw', 's7comm.param.item.varspec_raw', 's7comm.param.item.varspec_length_raw', 's7comm.param.item.syntaxid_raw', 's7comm.param.userdata.type_raw', 's7comm.param.userdata.subfunc_raw', 's7comm.param.userdata.seq_num_raw', 's7comm.data_raw', 's7comm.data.transportsize_raw', 's7comm.data.length_raw']",ROSCTR_7-Function_0-SYNTAX_ID_17-type_fg_71-sub_function_1-RETURN_CODE_10,2,"[0, 1, 2, 4, 5, 6, 7, 11, 12]",0.45454545454545453,0.5384615384615384,0.7777777777777778,0.4117647058823529,0.4,0.25
320700004d00000c000e000112081287010000000000ff09000a00202204121517200002,"[0, 1, 2, 4, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34]","['s7comm.header_raw', 's7comm.header.rosctr_raw', 's7comm.header.redid_raw', 's7comm.header.pduref_raw', 's7comm.header.parlg_raw', 's7comm.header.datlg_raw', 's7comm.param_raw', 's7comm.param.itemcount_raw', 's7comm.param.item.varspec_raw', 's7comm.param.item.varspec_length_raw', 's7comm.param.item.syntaxid_raw', 's7comm.param.userdata.type_raw', 's7comm.param.userdata.subfunc_raw', 's7comm.param.userdata.seq_num_raw', 's7comm.param.userdata.dataunitref_raw', 's7comm.param.userdata.lastdataunit_raw', 's7comm.param.errcod_raw', 's7comm.data_raw', 's7comm.data.transportsize_raw', 's7comm.data.length_raw', 's7comm.data.ts_raw', 's7comm.data.ts_year1_raw', 's7comm.data.ts_year2_raw', 's7comm.data.ts_month_raw', 's7comm.data.ts_day_raw', 's7comm.data.ts_hour_raw', 's7comm.data.ts_minute_raw', 's7comm.data.ts_second_raw', 's7comm.data.ts_millisecond_raw']",ROSCTR_7-Function_0-SYNTAX_ID_18-type_fg_135-sub_function_1-ERROR_CODE_b'\x00\x00'-RETURN_CODE_255,18,"[0, 1, 2, 4, 5, 6, 7, 11, 12, 33, 34]",0.3888888888888889,0.45000000000000007,0.8181818181818182,0.3103448275862069,0.2857142857142857,0.17857142857142858
320700004e000008000400011204114701000a000000,"[0, 1, 2, 4, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","['s7comm.header_raw', 's7comm.header.rosctr_raw', 's7comm.header.redid_raw', 's7comm.header.pduref_raw', 's7comm.header.parlg_raw', 's7comm.header.datlg_raw', 's7comm.param_raw', 's7comm.param.itemcount_raw', 's7comm.param.item.varspec_raw', 's7comm.param.item.varspec_length_raw', 's7comm.param.item.syntaxid_raw', 's7comm.param.userdata.type_raw', 's7comm.param.userdata.subfunc_raw', 's7comm.param.userdata.seq_num_raw', 's7comm.data_raw', 's7comm.data.transportsize_raw', 's7comm.data.length_raw']",ROSCTR_7-Function_0-SYNTAX_ID_17-type_fg_71-sub_function_1-RETURN_CODE_10,2,"[0, 1, 2, 4, 5, 6, 7, 11, 12]",0.45454545454545453,0.5384615384615384,0.7777777777777778,0.4117647058823529,0.4,0.25
320700004e00000c000e000112081287010000000000ff09000a00202204121517200002,"[0, 1, 2, 4, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34]","['s7comm.header_raw', 's7comm.header.rosctr_raw', 's7comm.header.redid_raw', 's7comm.header.pduref_raw', 's7comm.header.parlg_raw', 's7comm.header.datlg_raw', 's7comm.param_raw', 's7comm.param.itemcount_raw', 's7comm.param.item.varspec_raw', 's7comm.param.item.varspec_length_raw', 's7comm.param.item.syntaxid_raw', 's7comm.param.userdata.type_raw', 's7comm.param.userdata.subfunc_raw', 's7comm.param.userdata.seq_num_raw', 's7comm.param.userdata.dataunitref_raw', 's7comm.param.userdata.lastdataunit_raw', 's7comm.param.errcod_raw', 's7comm.data_raw', 's7comm.data.transportsize_raw', 's7comm.data.length_raw', 's7comm.data.ts_raw', 's7comm.data.ts_year1_raw', 's7comm.data.ts_year2_raw', 's7comm.data.ts_month_raw', 's7comm.data.ts_day_raw', 's7comm.data.ts_hour_raw', 's7comm.data.ts_minute_raw', 's7comm.data.ts_second_raw', 's7comm.data.ts_millisecond_raw']",ROSCTR_7-Function_0-SYNTAX_ID_18-type_fg_135-sub_function_1-ERROR_CODE_b'\x00\x00'-RETURN_CODE_255,18,"[0, 1, 2, 4, 5, 6, 7, 11, 12, 33, 34]",0.3888888888888889,0.45000000000000007,0.8181818181818182,0.3103448275862069,0.2857142857142857,0.17857142857142858
320700004f000008000400011204114701000a000000,"[0, 1, 2, 4, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","['s7comm.header_raw', 's7comm.header.rosctr_raw', 's7comm.header.redid_raw', 's7comm.header.pduref_raw', 's7comm.header.parlg_raw', 's7comm.header.datlg_raw', 's7comm.param_raw', 's7comm.param.itemcount_raw', 's7comm.param.item.varspec_raw', 's7comm.param.item.varspec_length_raw', 's7comm.param.item.syntaxid_raw', 's7comm.param.userdata.type_raw', 's7comm.param.userdata.subfunc_raw', 's7comm.param.userdata.seq_num_raw', 's7comm.data_raw', 's7comm.data.transportsize_raw', 's7comm.data.length_raw']",ROSCTR_7-Function_0-SYNTAX_ID_17-type_fg_71-sub_function_1-RETURN_CODE_10,2,"[0, 1, 2, 4, 5, 6, 7, 11, 12]",0.45454545454545453,0.5384615384615384,0.7777777777777778,0.4117647058823529,0.4,0.25
320700004f00000c000e000112081287010000000000ff09000a00202204121517210002,"[0, 1, 2, 4, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34]","['s7comm.header_raw', 's7comm.header.rosctr_raw', 's7comm.header.redid_raw', 's7comm.header.pduref_raw', 's7comm.header.parlg_raw', 's7comm.header.datlg_raw', 's7comm.param_raw', 's7comm.param.itemcount_raw', 's7comm.param.item.varspec_raw', 's7comm.param.item.varspec_length_raw', 's7comm.param.item.syntaxid_raw', 's7comm.param.userdata.type_raw', 's7comm.param.userdata.subfunc_raw', 's7comm.param.userdata.seq_num_raw', 's7comm.param.userdata.dataunitref_raw', 's7comm.param.userdata.lastdataunit_raw', 's7comm.param.errcod_raw', 's7comm.data_raw', 's7comm.data.transportsize_raw', 's7comm.data.length_raw', 's7comm.data.ts_raw', 's7comm.data.ts_year1_raw', 's7comm.data.ts_year2_raw', 's7comm.data.ts_month_raw', 's7comm.data.ts_day_raw', 's7comm.data.ts_hour_raw', 's7comm.data.ts_minute_raw', 's7comm.data.ts_second_raw', 's7comm.data.ts_millisecond_raw']",ROSCTR_7-Function_0-SYNTAX_ID_18-type_fg_135-sub_function_1-ERROR_CODE_b'\x00\x00'-RETURN_CODE_255,18,"[0, 1, 2, 4, 5, 6, 7, 11, 12, 33, 34]",0.3888888888888889,0.45000000000000007,0.8181818181818182,0.3103448275862069,0.2857142857142857,0.17857142857142858
3207000050000008000400011204114701000a000000,"[0, 1, 2, 4, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","['s7comm.header_raw', 's7comm.header.rosctr_raw', 's7comm.header.redid_raw', 's7comm.header.pduref_raw', 's7comm.header.parlg_raw', 's7comm.header.datlg_raw', 's7comm.param_raw', 's7comm.param.itemcount_raw', 's7comm.param.item.varspec_raw', 's7comm.param.item.varspec_length_raw', 's7comm.param.item.syntaxid_raw', 's7comm.param.userdata.type_raw', 's7comm.param.userdata.subfunc_raw', 's7comm.param.userdata.seq_num_raw', 's7comm.data_raw', 's7comm.data.transportsize_raw', 's7comm.data.length_raw']",ROSCTR_7-Function_0-SYNTAX_ID_17-type_fg_71-sub_function_1-RETURN_CODE_10,2,"[0, 1, 2, 4, 5, 6, 7, 11, 12]",0.45454545454545453,0.5384615384615384,0.7777777777777778,0.4117647058823529,0.4,0.25
320700005000000c000e000112081287010000000000ff09000a00202204121517210002,"[0, 1, 2, 4, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34]","['s7comm.header_raw', 's7comm.header.rosctr_raw', 's7comm.header.redid_raw', 's7comm.header.pduref_raw', 's7comm.header.parlg_raw', 's7comm.header.datlg_raw', 's7comm.param_raw', 's7comm.param.itemcount_raw', 's7comm.param.item.varspec_raw', 's7comm.param.item.varspec_length_raw', 's7comm.param.item.syntaxid_raw', 's7comm.param.userdata.type_raw', 's7comm.param.userdata.subfunc_raw', 's7comm.param.userdata.seq_num_raw', 's7comm.param.userdata.dataunitref_raw', 's7comm.param.userdata.lastdataunit_raw', 's7comm.param.errcod_raw', 's7comm.data_raw', 's7comm.data.transportsize_raw', 's7comm.data.length_raw', 's7comm.data.ts_raw', 's7comm.data.ts_year1_raw', 's7comm.data.ts_year2_raw', 's7comm.data.ts_month_raw', 's7comm.data.ts_day_raw', 's7comm.data.ts_hour_raw', 's7comm.data.ts_minute_raw', 's7comm.data.ts_second_raw', 's7comm.data.ts_millisecond_raw']",ROSCTR_7-Function_0-SYNTAX_ID_18-type_fg_135-sub_function_1-ERROR_CODE_b'\x00\x00'-RETURN_CODE_255,18,"[0, 1, 2, 4, 5, 6, 7, 11, 12, 33, 34]",0.3888888888888889,0.45000000000000007,0.8181818181818182,0.3103448275862069,0.2857142857142857,0.17857142857142858
3207000051000008000400011204114701000a000000,"[0, 1, 2, 4, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","['s7comm.header_raw', 's7comm.header.rosctr_raw', 's7comm.header.redid_raw', 's7comm.header.pduref_raw', 's7comm.header.parlg_raw', 's7comm.header.datlg_raw', 's7comm.param_raw', 's7comm.param.itemcount_raw', 's7comm.param.item.varspec_raw', 's7comm.param.item.varspec_length_raw', 's7comm.param.item.syntaxid_raw', 's7comm.param.userdata.type_raw', 's7comm.param.userdata.subfunc_raw', 's7comm.param.userdata.seq_num_raw', 's7comm.data_raw', 's7comm.data.transportsize_raw', 's7comm.data.length_raw']",ROSCTR_7-Function_0-SYNTAX_ID_17-type_fg_71-sub_function_1-RETURN_CODE_10,2,"[0, 1, 2, 4, 5, 6, 7, 11, 12]",0.45454545454545453,0.5384615384615384,0.7777777777777778,0.4117647058823529,0.4,0.25
320700005100000c000e000112081287010000000000ff09000a00202204121517220002,"[0, 1, 2, 4, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34]","['s7comm.header_raw', 's7comm.header.rosctr_raw', 's7comm.header.redid_raw', 's7comm.header.pduref_raw', 's7comm.header.parlg_raw', 's7comm.header.datlg_raw', 's7comm.param_raw', 's7comm.param.itemcount_raw', 's7comm.param.item.varspec_raw', 's7comm.param.item.varspec_length_raw', 's7comm.param.item.syntaxid_raw', 's7comm.param.userdata.type_raw', 's7comm.param.userdata.subfunc_raw', 's7comm.param.userdata.seq_num_raw', 's7comm.param.userdata.dataunitref_raw', 's7comm.param.userdata.lastdataunit_raw', 's7comm.param.errcod_raw', 's7comm.data_raw', 's7comm.data.transportsize_raw', 's7comm.data.length_raw', 's7comm.data.ts_raw', 's7comm.data.ts_year1_raw', 's7comm.data.ts_year2_raw', 's7comm.data.ts_month_raw', 's7comm.data.ts_day_raw', 's7comm.data.ts_hour_raw', 's7comm.data.ts_minute_raw', 's7comm.data.ts_second_raw', 's7comm.data.ts_millisecond_raw']",ROSCTR_7-Function_0-SYNTAX_ID_18-type_fg_135-sub_function_1-ERROR_CODE_b'\x00\x00'-RETURN_CODE_255,18,"[0, 1, 2, 4, 5, 6, 7, 11, 12, 33, 34]",0.3888888888888889,0.45000000000000007,0.8181818181818182,0.3103448275862069,0.2857142857142857,0.17857142857142858
3207000052000008000400011204114701000a000000,"[0, 1, 2, 4, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","['s7comm.header_raw', 's7comm.header.rosctr_raw', 's7comm.header.redid_raw', 's7comm.header.pduref_raw', 's7comm.header.parlg_raw', 's7comm.header.datlg_raw', 's7comm.param_raw', 's7comm.param.itemcount_raw', 's7comm.param.item.varspec_raw', 's7comm.param.item.varspec_length_raw', 's7comm.param.item.syntaxid_raw', 's7comm.param.userdata.type_raw', 's7comm.param.userdata.subfunc_raw', 's7comm.param.userdata.seq_num_raw', 's7comm.data_raw', 's7comm.data.transportsize_raw', 's7comm.data.length_raw']",ROSCTR_7-Function_0-SYNTAX_ID_17-type_fg_71-sub_function_1-RETURN_CODE_10,2,"[0, 1, 2, 4, 5, 6, 7, 11, 12]",0.45454545454545453,0.5384615384615384,0.7777777777777778,0.4117647058823529,0.4,0.25
320700005200000c000e000112081287010000000000ff09000a00202204121517220002,"[0, 1, 2, 4, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34]","['s7comm.header_raw', 's7comm.header.rosctr_raw', 's7comm.header.redid_raw', 's7comm.header.pduref_raw', 's7comm.header.parlg_raw', 's7comm.header.datlg_raw', 's7comm.param_raw', 's7comm.param.itemcount_raw', 's7comm.param.item.varspec_raw', 's7comm.param.item.varspec_length_raw', 's7comm.param.item.syntaxid_raw', 's7comm.param.userdata.type_raw', 's7comm.param.userdata.subfunc_raw', 's7comm.param.userdata.seq_num_raw', 's7comm.param.userdata.dataunitref_raw', 's7comm.param.userdata.lastdataunit_raw', 's7comm.param.errcod_raw', 's7comm.data_raw', 's7comm.data.transportsize_raw', 's7comm.data.length_raw', 's7comm.data.ts_raw', 's7comm.data.ts_year1_raw', 's7comm.data.ts_year2_raw', 's7comm.data.ts_month_raw', 's7comm.data.ts_day_raw', 's7comm.data.ts_hour_raw', 's7comm.data.ts_minute_raw', 's7comm.data.ts_second_raw', 's7comm.data.ts_millisecond_raw']",ROSCTR_7-Function_0-SYNTAX_ID_18-type_fg_135-sub_function_1-ERROR_CODE_b'\x00\x00'-RETURN_CODE_255,18,"[0, 1, 2, 4, 5, 6, 7, 11, 12, 33, 34]",0.3888888888888889,0.45000000000000007,0.8181818181818182,0.3103448275862069,0.2857142857142857,0.17857142857142858
3207000053000008000400011204114701000a000000,"[0, 1, 2, 4, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","['s7comm.header_raw', 's7comm.header.rosctr_raw', 's7comm.header.redid_raw', 's7comm.header.pduref_raw', 's7comm.header.parlg_raw', 's7comm.header.datlg_raw', 's7comm.param_raw', 's7comm.param.itemcount_raw', 's7comm.param.item.varspec_raw', 's7comm.param.item.varspec_length_raw', 's7comm.param.item.syntaxid_raw', 's7comm.param.userdata.type_raw', 's7comm.param.userdata.subfunc_raw', 's7comm.param.userdata.seq_num_raw', 's7comm.data_raw', 's7comm.data.transportsize_raw', 's7comm.data.length_raw']",ROSCTR_7-Function_0-SYNTAX_ID_17-type_fg_71-sub_function_1-RETURN_CODE_10,2,"[0, 1, 2, 4, 5, 6, 7, 11, 12]",0.45454545454545453,0.5384615384615384,0.7777777777777778,0.4117647058823529,0.4,0.25
320700005300000c000e000112081287010000000000ff09000a00202204121517230002,"[0, 1, 2, 4, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34]","['s7comm.header_raw', 's7comm.header.rosctr_raw', 's7comm.header.redid_raw', 's7comm.header.pduref_raw', 's7comm.header.parlg_raw', 's7comm.header.datlg_raw', 's7comm.param_raw', 's7comm.param.itemcount_raw', 's7comm.param.item.varspec_raw', 's7comm.param.item.varspec_length_raw', 's7comm.param.item.syntaxid_raw', 's7comm.param.userdata.type_raw', 's7comm.param.userdata.subfunc_raw', 's7comm.param.userdata.seq_num_raw', 's7comm.param.userdata.dataunitref_raw', 's7comm.param.userdata.lastdataunit_raw', 's7comm.param.errcod_raw', 's7comm.data_raw', 's7comm.data.transportsize_raw', 's7comm.data.length_raw', 's7comm.data.ts_raw', 's7comm.data.ts_year1_raw', 's7comm.data.ts_year2_raw', 's7comm.data.ts_month_raw', 's7comm.data.ts_day_raw', 's7comm.data.ts_hour_raw', 's7comm.data.ts_minute_raw', 's7comm.data.ts_second_raw', 's7comm.data.ts_millisecond_raw']",ROSCTR_7-Function_0-SYNTAX_ID_18-type_fg_135-sub_function_1-ERROR_CODE_b'\x00\x00'-RETURN_CODE_255,18,"[0, 1, 2, 4, 5, 6, 7, 11, 12, 33, 34]",0.3888888888888889,0.45000000000000007,0.8181818181818182,0.3103448275862069,0.2857142857142857,0.17857142857142858
3207000054000008000400011204114701000a000000,"[0, 1, 2, 4, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","['s7comm.header_raw', 's7comm.header.rosctr_raw', 's7comm.header.redid_raw', 's7comm.header.pduref_raw', 's7comm.header.parlg_raw', 's7comm.header.datlg_raw', 's7comm.param_raw', 's7comm.param.itemcount_raw', 's7comm.param.item.varspec_raw', 's7comm.param.item.varspec_length_raw', 's7comm.param.item.syntaxid_raw', 's7comm.param.userdata.type_raw', 's7comm.param.userdata.subfunc_raw', 's7comm.param.userdata.seq_num_raw', 's7comm.data_raw', 's7comm.data.transportsize_raw', 's7comm.data.length_raw']",ROSCTR_7-Function_0-SYNTAX_ID_17-type_fg_71-sub_function_1-RETURN_CODE_10,2,"[0, 1, 2, 4, 5, 6, 7, 11, 12]",0.45454545454545453,0.5384615384615384,0.7777777777777778,0.4117647058823529,0.4,0.25
320700005400000c000e000112081287010000000000ff09000a00202204121517230002,"[0, 1, 2, 4, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34]","['s7comm.header_raw', 's7comm.header.rosctr_raw', 's7comm.header.redid_raw', 's7comm.header.pduref_raw', 's7comm.header.parlg_raw', 's7comm.header.datlg_raw', 's7comm.param_raw', 's7comm.param.itemcount_raw', 's7comm.param.item.varspec_raw', 's7comm.param.item.varspec_length_raw', 's7comm.param.item.syntaxid_raw', 's7comm.param.userdata.type_raw', 's7comm.param.userdata.subfunc_raw', 's7comm.param.userdata.seq_num_raw', 's7comm.param.userdata.dataunitref_raw', 's7comm.param.userdata.lastdataunit_raw', 's7comm.param.errcod_raw', 's7comm.data_raw', 's7comm.data.transportsize_raw', 's7comm.data.length_raw', 's7comm.data.ts_raw', 's7comm.data.ts_year1_raw', 's7comm.data.ts_year2_raw', 's7comm.data.ts_month_raw', 's7comm.data.ts_day_raw', 's7comm.data.ts_hour_raw', 's7comm.data.ts_minute_raw', 's7comm.data.ts_second_raw', 's7comm.data.ts_millisecond_raw']",ROSCTR_7-Function_0-SYNTAX_ID_18-type_fg_135-sub_function_1-ERROR_CODE_b'\x00\x00'-RETURN_CODE_255,18,"[0, 1, 2, 4, 5, 6, 7, 11, 12, 33, 34]",0.3888888888888889,0.45000000000000007,0.8181818181818182,0.3103448275862069,0.2857142857142857,0.17857142857142858
3207000055000008000400011204114701000a000000,"[0, 1, 2, 4, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","['s7comm.header_raw', 's7comm.header.rosctr_raw', 's7comm.header.redid_raw', 's7comm.header.pduref_raw', 's7comm.header.parlg_raw', 's7comm.header.datlg_raw', 's7comm.param_raw', 's7comm.param.itemcount_raw', 's7comm.param.item.varspec_raw', 's7comm.param.item.varspec_length_raw', 's7comm.param.item.syntaxid_raw', 's7comm.param.userdata.type_raw', 's7comm.param.userdata.subfunc_raw', 's7comm.param.userdata.seq_num_raw', 's7comm.data_raw', 's7comm.data.transportsize_raw', 's7comm.data.length_raw']",ROSCTR_7-Function_0-SYNTAX_ID_17-type_fg_71-sub_function_1-RETURN_CODE_10,2,"[0, 1, 2, 4, 5, 6, 7, 11, 12]",0.45454545454545453,0.5384615384615384,0.7777777777777778,0.4117647058823529,0.4,0.25
320700005500000c000e000112081287010000000000ff09000a00202204121517240002,"[0, 1, 2, 4, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34]","['s7comm.header_raw', 's7comm.header.rosctr_raw', 's7comm.header.redid_raw', 's7comm.header.pduref_raw', 's7comm.header.parlg_raw', 's7comm.header.datlg_raw', 's7comm.param_raw', 's7comm.param.itemcount_raw', 's7comm.param.item.varspec_raw', 's7comm.param.item.varspec_length_raw', 's7comm.param.item.syntaxid_raw', 's7comm.param.userdata.type_raw', 's7comm.param.userdata.subfunc_raw', 's7comm.param.userdata.seq_num_raw', 's7comm.param.userdata.dataunitref_raw', 's7comm.param.userdata.lastdataunit_raw', 's7comm.param.errcod_raw', 's7comm.data_raw', 's7comm.data.transportsize_raw', 's7comm.data.length_raw', 's7comm.data.ts_raw', 's7comm.data.ts_year1_raw', 's7comm.data.ts_year2_raw', 's7comm.data.ts_month_raw', 's7comm.data.ts_day_raw', 's7comm.data.ts_hour_raw', 's7comm.data.ts_minute_raw', 's7comm.data.ts_second_raw', 's7comm.data.ts_millisecond_raw']",ROSCTR_7-Function_0-SYNTAX_ID_18-type_fg_135-sub_function_1-ERROR_CODE_b'\x00\x00'-RETURN_CODE_255,18,"[0, 1, 2, 4, 5, 6, 7, 11, 12, 33, 34]",0.3888888888888889,0.45000000000000007,0.8181818181818182,0.3103448275862069,0.2857142857142857,0.17857142857142858
3207000056000008000400011204114701000a000000,"[0, 1, 2, 4, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]","['s7comm.header_raw', 's7comm.header.rosctr_raw', 's7comm.header.redid_raw', 's7comm.header.pduref_raw', 's7comm.header.parlg_raw', 's7comm.header.datlg_raw', 's7comm.param_raw', 's7comm.param.itemcount_raw', 's7comm.param.item.varspec_raw', 's7comm.param.item.varspec_length_raw', 's7comm.param.item.syntaxid_raw', 's7comm.param.userdata.type_raw', 's7comm.param.userdata.subfunc_raw', 's7comm.param.userdata.seq_num_raw', 's7comm.data_raw', 's7comm.data.transportsize_raw', 's7comm.data.length_raw']",ROSCTR_7-Function_0-SYNTAX_ID_17-type_fg_71-sub_function_1-RETURN_CODE_10,2,"[0, 1, 2, 4, 5, 6, 7, 11, 12]",0.45454545454545453,0.5384615384615384,0.7777777777777778,0.4117647058823529,0.4,0.25
